As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,White,White, 14 , 14 
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Superintendent,Police Officer,White,White, 5 , 5 
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 5 , 5 
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 11 , 11 
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Constable,Police Officer,White,White, 772 , 771 
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Inspector,Police Officer,White,White, 52 , 52 
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Sergeant,Police Officer,White,White, 156 , 155 
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Superintendent,Police Officer,White,White, 11 , 11 
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Chief Officer,Police Officer,White,White, -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Chief Inspector,Police Officer,White,White, 1 , 1 
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Chief Superintendent,Police Officer,White,White, 1 , 1 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 3 , 3 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 4 , 3 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,Not stated,Not stated, 4 , 4 
2004,E23000031,Surrey,South East,Female,Constable,Police Officer,White,White, 375 , 357 
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Inspector,Police Officer,White,White, 15 , 14 
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Sergeant,Police Officer,White,White, 49 , 46 
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Female,Superintendent,Police Officer,White,White, 1 , 1 
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Male,Chief Officer,Police Officer,White,White, 4 , 4 
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Male,Chief Inspector,Police Officer,White,White, 19 , 19 
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Male,Chief Superintendent,Police Officer,White,White, 5 , 5 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 6 , 6 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 4 , 4 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 20 , 20 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,Not stated,Not stated, 17 , 17 
2004,E23000031,Surrey,South East,Male,Constable,Police Officer,White,White," 1,111 "," 1,109 "
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,Not stated,Not stated, 1 , 1 
2004,E23000031,Surrey,South East,Male,Inspector,Police Officer,White,White, 79 , 79 
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 3 , 3 
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,Not stated,Not stated, 6 , 6 
2004,E23000031,Surrey,South East,Male,Sergeant,Police Officer,White,White, 218 , 218 
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000031,Surrey,South East,Male,Superintendent,Police Officer,White,White, 11 , 11 
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000033,Sussex,South East,Female,Chief Officer,Police Officer,White,White, -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000033,Sussex,South East,Female,Chief Inspector,Police Officer,White,White, 6 , 6 
2004,E23000033,Sussex,South East,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000033,Sussex,South East,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
